0,0,1
0,0,2
0,0,4
0,0,8
0,0,10
0,0,15
0,0,19
0,0,23
0,0,28
0,0,35
0,0,40
0,0,50
0,0,56
0,0,64
0,0,69
0,0,79
0,0,87
0,0,100
0,0,109
0,0,119
0,0,131
0,0,150
0,0,163
0,0,169
0,0,182
0,0,193
0,0,221
0,0,230
0,0,251
0,0,257
0,0,276
0,0,295
0,0,316
0,0,335
0,0,346
0,0,364
0,0,384
0,0,409
0,0,439
0,0,451
0,0,448
0,0,496
0,0,515
0,0,550
0,0,552
0,0,582
0,0,603
0,0,625
0,0,661
0,0,401
0,0,419
0,0,432
0,0,451
0,0,463
0,0,473
0,0,497
0,0,512
0,0,532
0,0,549
0,0,564
0,0,568
0,0,609
0,0,619
0,0,633
0,0,657
0,0,664
0,0,677
0,0,699
0,0,728
0,0,741
0,0,756
0,0,773
0,0,808
0,0,805
0,0,838
0,0,868
0,0,895
0,0,918
0,0,927
0,0,950
0,0,965
0,0,1001
0,0,1023
0,0,1048
0,0,1049
0,0,1060
0,0,1103
0,0,1148
0,0,1151
0,0,1178
0,0,1205
0,0,1212
0,0,1244
0,0,1266
0,0,1306
0,0,1314
0,0,1373
0,0,1401
0,0,1395
0,0,1120
0,0,910
0,0,932
0,0,953
0,0,939
0,0,960
0,0,966
0,0,1012
0,0,1023
0,0,1044
0,0,1041
0,0,1058
0,0,1082
0,0,1093
0,0,1132
0,0,1130
0,0,1150
0,0,1187
0,0,1185
0,0,1210
0,0,1222
0,0,1250
0,0,1259
0,0,1263
0,0,1294
0,0,1306
0,0,1323
0,0,1334
0,0,1378
0,0,1386
0,0,1411
0,0,1429
0,0,1444
0,0,1477
0,0,1505
0,0,1513
0,0,1554
0,0,1528
0,0,1599
0,0,1559
0,0,1580
0,0,1620
0,0,1624
0,0,1632
0,0,1676
0,0,1701
0,0,1726
0,0,1734
0,0,1767
0,0,1789
0,0,1805
0,0,1845
0,0,1891
0,0,1873
0,0,1920
0,0,1891
0,0,1942
0,0,1991
0,0,1989
0,0,2022
0,0,2041
0,0,2043
0,0,2072
0,0,2115
0,0,2131
0,0,2135
0,0,2172
0,0,2221
0,0,2223
0,0,2226
0,0,2296
0,0,2323
0,0,2314
0,0,2352
0,0,2361
0,0,2401
0,0,2377
0,0,2465
0,0,2433
0,0,2502
0,0,2498
0,0,2568
0,0,2616
0,0,2606
0,0,2586
0,0,2637
0,0,2641
0,0,2679
0,0,2727
0,0,2776
0,0,2778
0,0,2816
0,0,2784
0,0,2858
0,0,2912
0,0,2951
0,0,2922
0,0,2937
0,0,2969
0,0,3016
0,0,2779
0,0,2508
0,0,2268
0,0,2023
0,0,2023
0,0,2065
0,0,2075
0,0,2080
0,0,2114
0,0,2112
0,0,2119
0,0,2154
0,0,2160
0,0,2186
0,0,2203
0,0,2226
0,0,2245
0,0,2253
0,0,2259
0,0,2297
0,0,2298
0,0,2325
0,0,2331
0,0,2340
0,0,2375
0,0,2386
0,0,2410
0,0,2417
0,0,2446
0,0,2459
0,0,2462
0,0,2516
0,0,2520
0,0,2543
0,0,2582
0,0,2586
0,0,2592
0,0,2639
0,0,2628
