0,0,0
0,0,0
1,2,1
2,5,2
5,8,4
7,12,7
10,16,11
14,20,15
19,24,19
25,29,24
28,34,30
35,39,36
43,44,43
50,49,49
56,54,45
65,59,48
72,64,54
83,70,61
91,76,66
102,82,73
112,88,78
120,94,86
130,100,94
143,106,99
158,112,104
166,118,116
188,124,126
197,130,120
208,136,115
234,142,122
240,148,128
247,154,133
272,160,140
285,167,147
311,174,153
332,181,163
340,188,162
359,195,175
383,202,181
394,209,189
421,216,197
456,223,204
451,230,215
495,237,225
508,244,229
526,251,241
544,258,251
576,265,256
612,272,262
639,279,271
655,286,280
683,293,287
720,300,299
747,307,293
760,314,291
812,321,294
808,328,288
843,335,293
866,342,300
910,349,310
931,356,316
977,363,326
1001,370,331
1028,377,335
1050,384,345
1117,392,353
1134,400,362
1150,408,370
1209,416,382
1249,424,386
1287,432,394
1328,440,400
1363,448,406
1345,456,416
1409,464,427
1487,472,434
1526,480,443
1538,488,450
1590,496,457
1598,504,466
1655,512,477
1697,520,485
1777,528,489
1792,536,499
1797,544,516
1865,552,524
1908,560,529
1920,568,537
1981,576,547
2005,584,556
2076,592,570
2157,600,575
2198,608,580
2173,616,594
2258,624,602
2301,632,613
2325,640,618
2418,648,632
2419,656,641
2520,664,651
2527,672,661
2608,680,673
2657,688,680
2735,696,691
2743,704,697
2819,712,697
2906,720,695
2919,728,696
2949,736,689
2965,744,695
3166,752,689
3115,760,689
3175,768,682
3260,776,696
3331,784,702
3425,792,710
3444,800,722
3558,808,727
3533,816,737
3613,824,741
3716,832,753
3697,840,762
3835,848,768
3835,856,777
3912,864,789
4010,872,795
4074,880,800
4146,888,810
4106,896,815
4245,905,830
4315,914,836
4387,923,847
4421,932,853
4497,941,867
4593,950,877
4630,959,887
4726,968,893
4744,977,895
4882,986,907
4909,995,913
4909,1004,921
5025,1013,940
5179,1022,946
5266,1031,953
5279,1040,966
5290,1049,972
5432,1058,981
5544,1067,990
5575,1076,1003
5560,1085,1011
5727,1094,1020
5823,1103,1031
5869,1112,1037
5926,1121,1048
6104,1130,1058
6006,1139,1067
6257,1148,1078
6251,1157,1090
6247,1166,1095
6524,1175,1105
6522,1184,1112
6469,1193,1125
6594,1202,1132
6771,1211,1147
6784,1220,1155
6803,1229,1166
6960,1238,1172
6975,1247,1187
7218,1256,1193
7249,1265,1196
7311,1274,1209
7370,1283,1222
7497,1292,1227
7638,1301,1243
7512,1310,1250
7731,1319,1262
7906,1328,1267
7902,1337,1289
8057,1346,1294
8118,1355,1307
8118,1364,1315
8378,1373,1318
8458,1382,1334
8434,1391,1346
8598,1400,1359
8616,1409,1364
8711,1418,1372
8824,1427,1390
9003,1436,1395
8965,1445,1397
9181,1454,1412
9134,1463,1423
9277,1472,1431
9462,1481,1452
9619,1490,1454
9584,1499,1464
9670,1508,1479
9688,1517,1497
9933,1526,1505
10059,1535,1509
10118,1544,1522
10325,1553,1534
10354,1562,1551
10411,1571,1559
10372,1580,1572
10770,1589,1586
10558,1598,1593
10783,1607,1606
10966,1616,1617
11105,1625,1604
11234,1634,1603
11057,1643,1599
11355,1652,1615
11503,1661,1605
11601,1670,1603
11802,1679,1602
11775,1688,1601
11845,1697,1607
11992,1706,1603
12020,1715,1598
12204,1724,1599
12351,1733,1598
12454,1742,1609
12543,1751,1595
12775,1760,1596
12667,1769,1601
12891,1778,1616
13061,1787,1622
13258,1796,1635
13384,1805,1644
13342,1814,1650
13588,1823,1663
13561,1832,1673
13563,1841,1684
13953,1850,1689
13943,1859,1700
13884,1868,1711
14142,1877,1711
14476,1886,1730
14473,1895,1733
14447,1904,1747
14366,1913,1755
14774,1922,1774
14916,1931,1774
14959,1940,1777
14866,1949,1790
15304,1958,1806
15365,1967,1813
15781,1976,1818
15767,1985,1833
15730,1994,1846
15876,2003,1842
15943,2012,1857
16261,2021,1866
16286,2030,1876
16310,2039,1882
16642,2048,1899
16752,2058,1904
16865,2068,1913
16705,2078,1926
17004,2088,1943
17363,2098,1950
17457,2108,1960
17487,2118,1970
17576,2128,1980
17714,2138,1986
17629,2148,1992
17946,2158,2009
18076,2168,2016
18332,2178,2015
18400,2188,2034
18559,2198,2037
18807,2208,2051
18471,2218,2067
18954,2228,2071
18904,2238,2084
19111,2248,2098
19449,2258,2098
19434,2268,2112
19502,2278,2119
20000,2288,2129
19945,2298,2148
20062,2308,2159
19953,2318,2162
20272,2328,2174
20550,2338,2184
20914,2348,2189
20705,2358,2211
20697,2368,2213
21220,2378,2216
21343,2388,2245
21751,2398,2243
21687,2408,2257
21456,2418,2264
22085,2428,2271
21957,2438,2288
22131,2448,2300
22158,2458,2305
22394,2468,2314
22648,2478,2331
22792,2488,2332
22796,2498,2348
23017,2508,2361
23385,2518,2370
23200,2528,2386
23170,2538,2390
23323,2548,2400
23751,2558,2411
